Word,Furigana,Romaji,JLPT,Hinshi,Indonesia Meaning
評判,ひょうばん,hyouban,JLPT N3,Noun,ketenaran; reputasi
表現,ひょうげん,hyougen,JLPT N3,Noun,ekspresi; presentasi
表情,ひょうじょう,hyoujou,JLPT N3,Noun,ekspresi wajah; raut muka
評価,ひょうか,hyouka,JLPT N3,Noun,penilaian; estimasi
表面,ひょうめん,hyoumen,JLPT N3,Noun,permukaan; muka
一致,いっち,icchi,JLPT N3,Noun,kebetulan; kesepakatan
位置,いち,ichi,JLPT N3,Noun,tempat; situasi
市場,いちば,ichiba,JLPT N3,Noun,pasar (kota)
一度に,いちどに,ichidoni,JLPT N3,Adverb,sekaligus
一時,いちじ,ichiji,JLPT N3,Temporal noun,pukul satu
偉大,いだい,idai,JLPT N3,Na-adjective,kebesaran
移動,いどう,idou,JLPT N3,Noun,pergerakan; pemindahan
衣服,いふく,ifuku,JLPT N3,Noun,pakaian
意外,いがい,igai,JLPT N3,Na-adjective,tak terduga; mengejutkan
違反,いはん,ihan,JLPT N3,Noun,pelanggaran; kesalahan
委員,いいん,iin,JLPT N3,Noun,anggota komite
維持,いじ,iji,JLPT N3,Noun,pemeliharaan; pelestarian
異常,いじょう,ijou,JLPT N3,Na-adjective,keanehan; kelainan
行けない,いけない,ikenai,JLPT N3,Expression,salah; tidak baik
息,いき,iki,JLPT N3,Noun,napas; bernapas
生き物,いきもの,ikimono,JLPT N3,Noun,makhluk hidup; hewan
勢い,いきおい,ikioi,JLPT N3,Adverb,kekuatan; semangat
一家,いっか,ikka,JLPT N3,Noun,sebuah rumah; sebuah tempat tinggal
居間,いま,ima,JLPT N3,Noun,ruang tamu (gaya Barat)
今に,いまに,imani,JLPT N3,Adverb,tidak lama lagi; bahkan sekarang
今にも,いまにも,imanimo,JLPT N3,Adverb,kapan saja; segera
稲,いね,ine,JLPT N3,Noun,tanaman padi
居眠り,いねむり,inemuri,JLPT N3,Noun,tertidur (saat duduk); mengantuk
インク,インク,inku,JLPT N3,Noun,tinta
命,いのち,inochi,JLPT N3,Noun,kehidupan; kekuatan hidup
印刷,いんさつ,insatsu,JLPT N3,Noun,pencetakan
印象,いんしょう,inshou,JLPT N3,Noun,kesan
引退,いんたい,intai,JLPT N3,Noun,pensiun
引用,いんよう,inyou,JLPT N3,Noun,kutipan; rujukan
一般,いっぱん,ippan,JLPT N3,Noun,umum; universal
一方,いっぽう,ippou,JLPT N3,Noun,satu (terutama dari dua); yang lain
以来,いらい,irai,JLPT N3,Adverbial noun,sejak saat itu; mulai sekarang
依頼,いらい,irai,JLPT N3,Noun,permintaan; komisi
苛々,いらいら,iraira,JLPT N3,Noun,menjadi gugup; iritasi
いらっしゃい,いらっしゃい,irasshai,JLPT N3,Noun,datang; pergi
医療,いりょう,iryou,JLPT N3,Noun,perawatan medis; pengobatan medis
医師,いし,ishi,JLPT N3,Noun,dokter; tabib
意志,いし,ishi,JLPT N3,Noun,kehendak; kemauan
意思,いし,ishi,JLPT N3,Noun,niat; tujuan
意識,いしき,ishiki,JLPT N3,Noun,kesadaran
一生,いっしょう,isshou,JLPT N3,Adverbial noun,seumur hidup; sepanjang hidup
一種,いっしゅ,isshu,JLPT N3,Adverb,spesies; jenis
一瞬,いっしゅん,isshun,JLPT N3,Noun,seketika; saat
一層,いっそう,issou,JLPT N3,Adverb,jauh lebih banyak; masih lebih banyak
板,いた,ita,JLPT N3,Noun,papan; balok
頂きます,いただきます,itadakimasu,JLPT N3,Expression,ungkapan rasa syukur sebelum makan
痛み,いたみ,itami,JLPT N3,Noun,rasa sakit; nyeri
悪戯,いたずら,itazura,JLPT N3,Noun,kenakalan; lelucon
従兄弟,いとこ,itoko,JLPT N3,Noun,sepupu (laki-laki)
何時でも,いつでも,itsudemo,JLPT N3,Adverb,(kapan saja); selalu
何時か,いつか,itsuka,JLPT N3,Adverb,suatu saat; suatu hari nanti
何時までも,いつまでも,itsumademo,JLPT N3,Adverb,selamanya; untuk selamanya
一体,いったい,ittai,JLPT N3,Adverb,"...sialan (misalnya, ""apa-apaan ini?""); ...di dunia ini (misalnya, ""mengapa di dunia ini?"")"
岩,いわ,iwa,JLPT N3,Noun,batu; bongkahan batu
言わば,いわば,iwaba,JLPT N3,Adverb,bisa dibilang begitu; bisa disebut begitu
祝い,いわい,iwai,JLPT N3,Noun,ucapan selamat; ucapan selamat
所謂,いわゆる,iwayuru,JLPT N3,Pre-noun adjectival,apa yang disebut; sebagaimana disebut
以前,いぜん,izen,JLPT N3,Adverbial noun,lalu; sejak
泉,いずみ,izumi,JLPT N3,Noun,mata air; air mancur
邪魔,じゃま,jama,JLPT N3,Noun,halangan; rintangan
ジーンズ,ジーンズ,ji-nzu,JLPT N3,Noun,jeans
自動,じどう,jidou,JLPT N3,No-adjective,otomatis; gerak sendiri
事実,じじつ,jijitsu,JLPT N3,Adverbial noun,fakta; kebenaran
事情,じじょう,jijou,JLPT N3,Noun,keadaan; pertimbangan
直に,じかに,jikani,JLPT N3,Adverb,langsung; secara pribadi
事件,じけん,jiken,JLPT N3,Noun,peristiwa; urusan
時期,じき,jiki,JLPT N3,Adverbial noun,waktu; musim
実験,じっけん,jikken,JLPT N3,Noun,percobaan
実行,じっこう,jikkou,JLPT N3,Noun,praktik; berlatih
時刻,じこく,jikoku,JLPT N3,Adverbial noun,saat; waktu
自慢,じまん,jiman,JLPT N3,Noun,kesombongan; membual
事務,じむ,jimu,JLPT N3,Noun,bisnis; pekerjaan kantor
人物,じんぶつ,jinbutsu,JLPT N3,Noun,orang; karakter
人工,じんこう,jinkou,JLPT N3,Noun,buatan; hasil karya manusia
人類,じんるい,jinrui,JLPT N3,Noun,umat manusia; kemanusiaan
人生,じんせい,jinsei,JLPT N3,Noun,(kehidupan) manusia (yaitu dari konsepsi hingga kematian)
人種,じんしゅ,jinshu,JLPT N3,Noun,ras (manusia)
自身,じしん,jishin,JLPT N3,Noun,sendirian; secara pribadi
実際,じっさい,jissai,JLPT N3,No-adjective,kepraktisan; praktis
実施,じっし,jisshi,JLPT N3,Noun,penegakan; pelaksanaan
事態,じたい,jitai,JLPT N3,Noun,situasi; keadaan (saat ini)
実現,じつげん,jitsugen,JLPT N3,Noun,"implementasi (misalnya, suatu sistem); materialisasi"
実は,じつは,jitsuha,JLPT N3,Expression,sebenarnya; ngomong-ngomong
凝乎と,じっと,jitto,JLPT N3,Adverb,"tanpa bergerak (misalnya berdiri, menunggu); (diam)"
ジェット機,ジェットき,jiェttoki,JLPT N3,Noun,pesawat jet; pesawat terbang jet
徐々,じょじょ,jojo,JLPT N3,Adverb,secara bertahap; perlahan
女王,じょおう,joou,JLPT N3,Noun,ratu
女子,じょし,joshi,JLPT N3,Noun,wanita; gadis
冗談,じょうだん,joudan,JLPT N3,Noun,lelucon; guyonan
情報,じょうほう,jouhou,JLPT N3,Noun,informasi; berita
条件,じょうけん,jouken,JLPT N3,Noun,kondisi; syarat dan ketentuan
乗客,じょうきゃく,joukyaku,JLPT N3,Noun,penumpang
上京,じょうきょう,joukyou,JLPT N3,Noun,melanjutkan perjalanan ke ibu kota (Tokyo)
状況,じょうきょう,joukyou,JLPT N3,Noun,keadaan (di sekitar Anda); situasi
常識,じょうしき,joushiki,JLPT N3,Noun,akal sehat; kebijaksanaan
状態,じょうたい,joutai,JLPT N3,Noun,status terkini; kondisi
上達,じょうたつ,joutatsu,JLPT N3,Noun,"peningkatan (misalnya dalam keterampilan, kemampuan); kemajuan"
上等,じょうとう,joutou,JLPT N3,Na-adjective,keunggulan; kelas satu
女優,じょゆう,joyuu,JLPT N3,Noun,aktris
ジュース,ジュース,ju-su,JLPT N3,Noun,jus
順,じゅん,jun,JLPT N3,Noun,perintah; giliran
順番,じゅんばん,junban,JLPT N3,Noun,giliran (dalam antrean); urutan hal-hal
準備,じゅんび,junbi,JLPT N3,Noun,persiapan; penyiapan
順調,じゅんちょう,junchou,JLPT N3,Na-adjective,baik; menguntungkan
銃,じゅう,juu,JLPT N3,Noun,pistol; senapan
重大,じゅうだい,juudai,JLPT N3,Na-adjective,serius; penting
住民,じゅうみん,juumin,JLPT N3,Noun,warga negara; penduduk
重視,じゅうし,juushi,JLPT N3,Noun,pentingnya; penekanan
渋滞,じゅうたい,juutai,JLPT N3,Noun,kemacetan (misalnya lalu lintas); keterlambatan
住宅,じゅうたく,juutaku,JLPT N3,Noun,tempat tinggal; perumahan
重要,じゅうよう,juuyou,JLPT N3,Na-adjective,penting; monumental
需要,じゅよう,juyou,JLPT N3,Noun,tuntutan; permintaan
可,か,ka,JLPT N3,Noun,lumayan; dapat diterima
課,か,ka,JLPT N3,Noun,pelajaran
カー,カー,ka-,JLPT N3,Noun,mobil
カード,カード,ka-do,JLPT N3,Noun,kartu
株,かぶ,kabu,JLPT N3,Noun,saham; bagian
価値,かち,kachi,JLPT N3,Noun,nilai; harga
勝ち,かち,kachi,JLPT N3,Noun,menang; kemenangan
化学,かがく,kagaku,JLPT N3,Noun,kimia
影,かげ,kage,JLPT N3,Noun,bayangan; siluet
陰,かげ,kage,JLPT N3,Noun,naungan; bayangan
加減,かげん,kagen,JLPT N3,Noun,tingkat; luas
籠,かご,kago,JLPT N3,Noun,"keranjang (belanja, dll.); keranjang cucian"
家具,かぐ,kagu,JLPT N3,Noun,mebel
会,かい,kai,JLPT N3,Noun,pertemuan; majelis
回,かい,kai,JLPT N3,Counter,penghitung kejadian
回復,かいふく,kaifuku,JLPT N3,Noun,pemulihan; rehabilitasi
絵画,かいが,kaiga,JLPT N3,Noun,gambar; lukisan
海外,かいがい,kaigai,JLPT N3,Noun,asing; luar negeri
会合,かいごう,kaigou,JLPT N3,Noun,pertemuan; majelis
会員,かいいん,kaiin,JLPT N3,Noun,anggota; keanggotaan
会計,かいけい,kaikei,JLPT N3,Noun,rekening; keuangan
解決,かいけつ,kaiketsu,JLPT N3,Noun,penyelesaian; solusi
解釈,かいしゃく,kaishaku,JLPT N3,Noun,penjelasan; interpretasi
開始,かいし,kaishi,JLPT N3,Noun,awal; permulaan
快適,かいてき,kaiteki,JLPT N3,Na-adjective,menyenangkan; nyaman
家事,かじ,kaji,JLPT N3,Noun,pekerjaan rumah tangga; tugas-tugas domestik
価格,かかく,kakaku,JLPT N3,Noun,harga; nilai
係,かかり,kakari,JLPT N3,Noun,tugas; kewajiban
活気,かっき,kakki,JLPT N3,Noun,energi; semangat
格好,かっこう,kakkou,JLPT N3,Noun,bentuk; rupa
過去,かこ,kako,JLPT N3,Adverbial noun,masa lalu; hari-hari yang telah berlalu
拡大,かくだい,kakudai,JLPT N3,Noun,pembesaran; perluasan
覚悟,かくご,kakugo,JLPT N3,Noun,resolusi; pengunduran diri
確実,かくじつ,kakujitsu,JLPT N3,Na-adjective,kepastian; keandalan
確認,かくにん,kakunin,JLPT N3,Noun,konfirmasi; verifikasi
神,かみ,kami,JLPT N3,Noun,dewa; dewa
雷,かみなり,kaminari,JLPT N3,Noun,kilat; guntur
髪の毛,かみのけ,kaminoke,JLPT N3,Expression,rambut (kepala)
科目,かもく,kamoku,JLPT N3,Noun,(mata pelajaran) sekolah; kurikulum
かも知れない,かもしれない,kamoshirenai,JLPT N3,Expression,mungkin; barangkali
勘,かん,kan,JLPT N3,Noun,persepsi; intuisi
管,かん,kan,JLPT N3,Noun,pipa; tabung
缶,かん,kan,JLPT N3,Noun,kaleng; timah
必ずしも,かならずしも,kanarazushimo,JLPT N3,Adverb,tidak selalu; tidak selalu
可也,かなり,kanari,JLPT N3,No-adjective,cukup besar; lumayan
感動,かんどう,kandou,JLPT N3,Noun,sangat tersentuh secara emosional; kegembiraan
金,かね,kane,JLPT N3,Noun,uang
考え,かんがえ,kangae,JLPT N3,Noun,pemikiran; gagasan
歓迎,かんげい,kangei,JLPT N3,Noun,selamat datang; resepsi
患者,かんじゃ,kanja,JLPT N3,Noun,(a) pasien
感じ,かんじ,kanji,JLPT N3,Noun,perasaan; indra
勘定,かんじょう,kanjou,JLPT N3,Noun,perhitungan; komputasi
感情,かんじょう,kanjou,JLPT N3,Noun,emosi; perasaan
感覚,かんかく,kankaku,JLPT N3,Noun,indra; sensasi
観光,かんこう,kankou,JLPT N3,Noun,tamasya
観客,かんきゃく,kankyaku,JLPT N3,Noun,penonton; pemirsa
環境,かんきょう,kankyou,JLPT N3,Noun,lingkungan; keadaan
可能,かのう,kanou,JLPT N3,Na-adjective,Potensi; kemungkinan
関連,かんれん,kanren,JLPT N3,Noun,hubungan; koneksi
管理,かんり,kanri,JLPT N3,Noun,"kontrol; manajemen (misalnya, manajemen bisnis)"
完了,かんりょう,kanryou,JLPT N3,Noun,penyelesaian; kesimpulan
観察,かんさつ,kansatsu,JLPT N3,Noun,pengamatan; survei
完成,かんせい,kansei,JLPT N3,Noun,lengkap; penyelesaian
感謝,かんしゃ,kansha,JLPT N3,Noun,terima kasih; rasa syukur
感心,かんしん,kanshin,JLPT N3,Noun,kekaguman; terkesan
関心,かんしん,kanshin,JLPT N3,Noun,perhatian; minat
監督,かんとく,kantoku,JLPT N3,Noun,pengawasan; kontrol
完全,かんぜん,kanzen,JLPT N3,Na-adjective,kesempurnaan; kelengkapan
香り,かおり,kaori,JLPT N3,Noun,aroma; wewangian
彼ら,かれら,karera,JLPT N3,Pronoun,mereka (biasanya laki-laki); mereka
火災,かさい,kasai,JLPT N3,Noun,kebakaran besar; api
菓子,かし,kashi,JLPT N3,Noun,kue kering; penganan
賢い,かしこい,kashikoi,JLPT N3,I-adjective,bijaksana; cerdas
歌手,かしゅ,kashu,JLPT N3,Noun,penyanyi
型,かた,kata,JLPT N3,Noun,"model; tipe (misalnya mesin, barang, dll.)"
肩,かた,kata,JLPT N3,Noun,bahu
方々,かたがた,katagata,JLPT N3,Noun,mereka (orang-orang); para pria (dari ...)
刀,かたな,katana,JLPT N3,Noun,pedang (bermata tunggal); katana
活動,かつどう,katsudou,JLPT N3,Noun,tindakan; aktivitas
活用,かつよう,katsuyou,JLPT N3,Noun,penggunaan praktis; aplikasi
皮,かわ,kawa,JLPT N3,Noun,kulit; bulu
革,かわ,kawa,JLPT N3,Noun,kulit
可愛らしい,かわいらしい,kawairashii,JLPT N3,I-adjective,indah; manis
可哀想,かわいそう,kawaisou,JLPT N3,Na-adjective,miskin; menyedihkan
火曜,かよう,kayou,JLPT N3,Adverbial noun,Selasa
数,かず,kazu,JLPT N3,Noun,angka; jumlah
ケース,ケース,ke-su,JLPT N3,Noun,"kasus (misalnya wadah, kondisi, peristiwa, tindakan hukum, gaya surat, dll.)"
ケチ,ケチ,kechi,JLPT N3,Noun,Kekikiran; sifat pelit
怪我,けが,kega,JLPT N3,Noun,cedera (untuk menghidupkan objek); luka
経営,けいえい,keiei,JLPT N3,Noun,manajemen; administrasi
敬意,けいい,keii,JLPT N3,Noun,rasa hormat; kehormatan
刑事,けいじ,keiji,JLPT N3,Noun,(polisi) detektif
掲示,けいじ,keiji,JLPT N3,Noun,pemberitahuan; buletin
計画,けいかく,keikaku,JLPT N3,Noun,rencana; proyek
経験,けいけん,keiken,JLPT N3,Noun,pengalaman
景気,けいき,keiki,JLPT N3,Noun,kondisi; keadaan
警告,けいこく,keikoku,JLPT N3,Noun,peringatan; saran
傾向,けいこう,keikou,JLPT N3,Noun,kecenderungan; tren
計算,けいさん,keisan,JLPT N3,Noun,perhitungan; penaksiran
契約,けいやく,keiyaku,JLPT N3,Noun,kontrak; perjanjian
経由,けいゆ,keiyu,JLPT N3,Adverbial noun,melalui; dengan cara
結果,けっか,kekka,JLPT N3,Adverbial noun,hasil; konsekuensi
欠陥,けっかん,kekkan,JLPT N3,Noun,cacat; kesalahan
結局,けっきょく,kekkyoku,JLPT N3,Adverbial noun,pada akhirnya; pada akhirnya
煙,けむり,kemuri,JLPT N3,Noun,asap; uap
券,けん,ken,JLPT N3,Noun,tiket; kupon
県,けん,ken,JLPT N3,Noun,prefektur (Jepang)
軒,けん,ken,JLPT N3,Suffix,penghitung untuk bangunan (khususnya rumah)
建築,けんちく,kenchiku,JLPT N3,Noun,konstruksi; arsitektur (bangunan)
見解,けんかい,kenkai,JLPT N3,Noun,pendapat; sudut pandang
健康,けんこう,kenkou,JLPT N3,Na-adjective,kesehatan; sehat
憲法,けんぽう,kenpou,JLPT N3,Noun,konstitusi
権利,けんり,kenri,JLPT N3,Noun,hak; hak istimewa
検査,けんさ,kensa,JLPT N3,Noun,"Inspeksi (misalnya, bea cukai, pabrik); pemeriksaan"
建設,けんせつ,kensetsu,JLPT N3,Noun,konstruksi; pendirian
検討,けんとう,kentou,JLPT N3,Noun,pertimbangan; pemeriksaan
見当,けんとう,kentou,JLPT N3,Noun,tujuan; tanda
化粧,けしょう,keshou,JLPT N3,Noun,riasan; makeup
欠席,けっせき,kesseki,JLPT N3,Noun,ketidakhadiran; tidak hadir
決心,けっしん,kesshin,JLPT N3,Noun,tekad; resolusi
結論,けつろん,ketsuron,JLPT N3,Noun,kesimpulan
決定,けってい,kettei,JLPT N3,Noun,keputusan; penentuan
欠点,けってん,ketten,JLPT N3,Noun,kesalahan; cacat
希望,きぼう,kibou,JLPT N3,Noun,harapan; keinginan
きちんと,きちんと,kichinto,JLPT N3,Adverb,tepat; akurat
貴重,きちょう,kichou,JLPT N3,Na-adjective,berharga; bernilai
寄付,きふ,kifu,JLPT N3,Noun,kontribusi; donasi
機嫌,きげん,kigen,JLPT N3,Noun,humor; kelucuan
企業,きぎょう,kigyou,JLPT N3,Noun,perusahaan; usaha
基本,きほん,kihon,JLPT N3,Noun,landasan; dasar
生地,きじ,kiji,JLPT N3,Noun,kain; bahan
記事,きじ,kiji,JLPT N3,Noun,artikel; berita
機械,きかい,kikai,JLPT N3,Noun,mesin; mekanisme
期間,きかん,kikan,JLPT N3,Noun,periode; jangka waktu
機関,きかん,kikan,JLPT N3,Noun,mesin
気候,きこう,kikou,JLPT N3,Noun,iklim
決まり,きまり,kimari,JLPT N3,Noun,aturan; peraturan
気味,きみ,kimi,JLPT N3,Noun,sensasi; perasaan
奇妙,きみょう,kimyou,JLPT N3,Na-adjective,aneh; ganjil
緊張,きんちょう,kinchou,JLPT N3,Noun,ketegangan; tekanan mental
近代,きんだい,kindai,JLPT N3,Noun,masa kini; zaman modern
禁煙,きんえん,kinen,JLPT N3,Noun,berpantang merokok; berhenti merokok
記念,きねん,kinen,JLPT N3,Noun,peringatan; perayaan
金額,きんがく,kingaku,JLPT N3,Noun,jumlah uang
金庫,きんこ,kinko,JLPT N3,Noun,brankas; kotak penyimpanan aman
筋肉,きんにく,kinniku,JLPT N3,Noun,otot; urat
気の毒,きのどく,kinodoku,JLPT N3,Na-adjective,menyedihkan; malang
機能,きのう,kinou,JLPT N3,Noun,fungsi; fasilitas
金銭,きんせん,kinsen,JLPT N3,Noun,uang; tunai
禁止,きんし,kinshi,JLPT N3,Noun,larangan; penghambatan
金曜,きんよう,kinyou,JLPT N3,Adverbial noun,Jumat
記入,きにゅう,kinyuu,JLPT N3,Noun,entri; pengisian formulir
金融,きんゆう,kinyuu,JLPT N3,Noun,pembiayaan; transaksi kredit
金属,きんぞく,kinzoku,JLPT N3,Noun,logam
記憶,きおく,kioku,JLPT N3,Noun,ingatan; kenangan
気温,きおん,kion,JLPT N3,Noun,suhu atmosfer
切れ,きれ,kire,JLPT N3,Noun,potongan; irisan
霧,きり,kiri,JLPT N3,Noun,kabut; embun
記録,きろく,kiroku,JLPT N3,Noun,catatan; risalah
記者,きしゃ,kisha,JLPT N3,Noun,reporter
岸,きし,kishi,JLPT N3,Noun,tepi sungai; pantai
期待,きたい,kitai,JLPT N3,Noun,harapan; antisipasi
帰宅,きたく,kitaku,JLPT N3,Noun,pulang ke rumah
きつい,きつい,kitsui,JLPT N3,I-adjective,intens; parah
器用,きよう,kiyou,JLPT N3,Na-adjective,terampil; cekatan
傷,きず,kizu,JLPT N3,Noun,luka; cedera
コーチ,コーチ,ko-chi,JLPT N3,Noun,pelatih
コード,コード,ko-do,JLPT N3,Noun,kode
恋,こい,koi,JLPT N3,Noun,cinta (romantis)
濃い,こい,koi,JLPT N3,I-adjective,warna pekat; gelap
恋人,こいびと,koibito,JLPT N3,Noun,kekasih; sayang
個人,こじん,kojin,JLPT N3,Noun,individu; orang pribadi
国家,こっか,kokka,JLPT N3,Noun,negara bagian; negara
国会,こっかい,kokkai,JLPT N3,Noun,Parlemen Nasional; majelis legislatif Jepang (1947-)
国境,こっきょう,kokkyou,JLPT N3,Noun,perbatasan nasional; perbatasan provinsi
黒板,こくばん,kokuban,JLPT N3,Noun,papan tulis
克服,こくふく,kokufuku,JLPT N3,Noun,"penaklukan (masalah, penyakit, kecacatan, dll. misalnya kemiskinan, sakit); mengatasi"
国語,こくご,kokugo,JLPT N3,Noun,bahasa nasional
国民,こくみん,kokumin,JLPT N3,Noun,bangsa; kewarganegaraan
穀物,こくもつ,kokumotsu,JLPT N3,Noun,biji-bijian; sereal
呼吸,こきゅう,kokyuu,JLPT N3,Noun,pernapasan; respirasi
小麦,こむぎ,komugi,JLPT N3,Noun,gandum
粉,こな,kona,JLPT N3,Noun,tepung; bubuk
今後,こんご,kongo,JLPT N3,Adverbial noun,mulai sekarang; selanjutnya
今回,こんかい,konkai,JLPT N3,Adverbial noun,sekarang; kali ini
困難,こんなん,konnan,JLPT N3,Noun,kesulitan; kesusahan
こんなに,こんなに,konnani,JLPT N3,Adverb,jadi; seperti ini
今日は,こんにちは,konnichiha,JLPT N3,Expression,Halo; selamat siang (salam siang hari)
好み,このみ,konomi,JLPT N3,Noun,kesukaan; selera
混乱,こんらん,konran,JLPT N3,Noun,kekacauan; kerusuhan
混雑,こんざつ,konzatsu,JLPT N3,Noun,kemacetan; desak-desak
氷,こおり,koori,JLPT N3,Noun,es
これ等,これら,korera,JLPT N3,Pronoun,ini
頃,ころ,koro,JLPT N3,Noun,(perkiraan) waktu; sekitar
腰,こし,koshi,JLPT N3,Noun,punggung; punggung bawah
骨折,こっせつ,kossetsu,JLPT N3,Noun,patah tulang
事,こと,koto,JLPT N3,Noun,benda; masalah
諺,ことわざ,kotowaza,JLPT N3,Noun,peribahasa; pepatah
行動,こうどう,koudou,JLPT N3,Noun,tindakan; perilaku
講演,こうえん,kouen,JLPT N3,Noun,kuliah; pidato
幸福,こうふく,koufuku,JLPT N3,Na-adjective,kebahagiaan; keberkahan
攻撃,こうげき,kougeki,JLPT N3,Noun,serangan; pukulan
公平,こうへい,kouhei,JLPT N3,Na-adjective,keadilan; tidak memihak
候補,こうほ,kouho,JLPT N3,Noun,kandidat; pesaing
効果,こうか,kouka,JLPT N3,Noun,efek; efektivitas
硬貨,こうか,kouka,JLPT N3,Noun,koin
高価,こうか,kouka,JLPT N3,Na-adjective,harga tinggi
交換,こうかん,koukan,JLPT N3,Noun,pertukaran; tukar-menukar
光景,こうけい,koukei,JLPT N3,Noun,pemandangan; tontonan
貢献,こうけん,kouken,JLPT N3,Noun,"kontribusi (melanjutkan tujuan atau tujuan); layanan (untuk suatu tujuan)  こうけん: news1, nf02. terjemahan: berita1, nf02."
広告,こうこく,koukoku,JLPT N3,Noun,iklan
航空,こうくう,koukuu,JLPT N3,Noun,penerbangan; terbang
考慮,こうりょ,kouryo,JLPT N3,Noun,pertimbangan; memperhitungkan
交際,こうさい,kousai,JLPT N3,Noun,perusahaan; persahabatan
構成,こうせい,kousei,JLPT N3,Noun,organisasi; susunan organisasi
後者,こうしゃ,kousha,JLPT N3,Noun,yang terakhir
高速,こうそく,kousoku,JLPT N3,Na-adjective,kecepatan tinggi; gigi tinggi
幸運,こううん,kouun,JLPT N3,Na-adjective,semoga beruntung; nasib baik
小屋,こや,koya,JLPT N3,Noun,gubuk; kabin
小包,こづつみ,kozutsumi,JLPT N3,Noun,paket; bungkusan
句,く,ku,JLPT N3,Noun,bagian (yaitu teks); kalimat
区別,くべつ,kubetsu,JLPT N3,Noun,perbedaan; pembedaan
下り,くだり,kudari,JLPT N3,Noun,kereta arah selatan (meninggalkan Tokyo)
組,くみ,kumi,JLPT N3,Noun,himpunan (barang)
組合,くみあい,kumiai,JLPT N3,Noun,asosiasi; serikat
訓,くん,kun,JLPT N3,Noun,Penafsiran (penulisan) karakter Tionghoa oleh penutur asli bahasa Jepang.
訓練,くんれん,kunren,JLPT N3,Noun,latihan; berlatih
位,くらい,kurai,JLPT N3,Adverb,takhta; mahkota
暮らし,くらし,kurashi,JLPT N3,Noun,kehidupan; penghidupan
クラシック,クラシック,kurashikku,JLPT N3,Noun,musik klasik
暮れ,くれ,kure,JLPT N3,Temporal noun,matahari terbenam; senja
クリーム,クリーム,kuri-mu,JLPT N3,Noun,"krim  クリーム: gai1, ichi1."
クリスマス,クリスマス,kurisumasu,JLPT N3,Noun,"Natal  クリスマス: gai1, ichi1."
苦労,くろう,kurou,JLPT N3,Noun,masalah; kesulitan
苦しい,くるしい,kurushii,JLPT N3,I-adjective,menyakitkan; sulit
臭い,くさい,kusai,JLPT N3,I-adjective,berbau busuk
鎖,くさり,kusari,JLPT N3,Noun,rantai; rantai
癖,くせ,kuse,JLPT N3,Noun,"kebiasaan (seringkali kebiasaan buruk, yaitu keburukan); kecenderungan"
苦痛,くつう,kutsuu,JLPT N3,Na-adjective,rasa sakit; penderitaan
詳しい,くわしい,kuwashii,JLPT N3,I-adjective,rinci; lengkap
キャンプ,キャンプ,kyanpu,JLPT N3,Noun,"kamp  キャンプ: gai1, ichi1."
キャプテン,キャプテン,kyaputen,JLPT N3,Noun,Kapten
巨大,きょだい,kyodai,JLPT N3,Na-adjective,besar; raksasa
許可,きょか,kyoka,JLPT N3,Noun,izin; persetujuan
局,きょく,kyoku,JLPT N3,Noun,biro; departemen
極,きょく,kyoku,JLPT N3,Noun,tiang
強調,きょうちょう,kyouchou,JLPT N3,Noun,penekanan; sorotan
共同,きょうどう,kyoudou,JLPT N3,Noun,melakukan bersama (sebagai setara); berbagi
恐怖,きょうふ,kyoufu,JLPT N3,Noun,ketakutan; kengerian
競技,きょうぎ,kyougi,JLPT N3,Noun,permainan; cocok
教授,きょうじゅ,kyouju,JLPT N3,Noun,profesor
教科書,きょうかしょ,kyoukasho,JLPT N3,Noun,buku teks; buku pelajaran
供給,きょうきゅう,kyoukyuu,JLPT N3,Noun,pasokan; penyediaan
協力,きょうりょく,kyouryoku,JLPT N3,Noun,kerja sama; kolaborasi
強力,きょうりょく,kyouryoku,JLPT N3,Na-adjective,kuat; perkasa
教師,きょうし,kyoushi,JLPT N3,Noun,guru (kelas)
共通,きょうつう,kyoutsuu,JLPT N3,Na-adjective,keseharian; komunitas
九,きゅう,kyuu,JLPT N3,Numeric,sembilan
旧,きゅう,kyuu,JLPT N3,Noun,mantan; mantan
球,きゅう,kyuu,JLPT N3,Noun,bola
級,きゅう,kyuu,JLPT N3,Noun,kelas (misalnya sekolah); tingkatan
急激,きゅうげき,kyuugeki,JLPT N3,Na-adjective,tiba-tiba; drastis
救助,きゅうじょ,kyuujo,JLPT N3,Noun,lega; bantuan
休暇,きゅうか,kyuuka,JLPT N3,Noun,liburan; hari libur
休憩,きゅうけい,kyuukei,JLPT N3,Noun,istirahat; jeda
急に,きゅうに,kyuuni,JLPT N3,Adverb,dengan cepat; dengan segera
吸収,きゅうしゅう,kyuushuu,JLPT N3,Noun,penyerapan; daya hisap
急速,きゅうそく,kyuusoku,JLPT N3,Na-adjective,"cepat (misalnya, kemajuan)"
マーケット,マーケット,ma-ketto,JLPT N3,Noun,pasar
まあ,まあ,maa,JLPT N3,Adverb,"hanya (misalnya, ""tunggu saja di sini""); ayo sekarang"
間違い,まちがい,machigai,JLPT N3,Noun,kesalahan; kekeliruan
孫,まご,mago,JLPT N3,Noun,cucu
迷子,まいご,maigo,JLPT N3,Noun,anak hilang; orang hilang
